county,constituency,ward,station,source,source_date
NAIROBI CITY,WESTLANDS,KITISURU,KABETE VETLAB PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KITISURU,ST MARTIN S SCHOOL KIBAGARE,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KITISURU,LORESHO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KITISURU,FARASI LANE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KITISURU,LOWER KABETE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KITISURU,KABETE REHABILITATION CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,MUGUGA GREEN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,BHORA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,WESTLANDS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,VISA OSHWAL PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,HOSPITAL HILL PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,HIGHRIDGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,PARKLANDS/HIGHRIDGE,NORTH HIGHRIDGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,CITY PARK MARKET,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,KARURA FOREST PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,CHELETA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,MJI WA HURUMA,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,KENYA TEACHERS TECHNICAL COLLEGE,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KARURA,HOSPITAL HILL HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KANGEMI,KIHUMBUINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KANGEMI,NEW KIHUMBUINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,KANGEMI,KANGEMI SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,MOUNTAIN VIEW,KABETE TECHNICAL TRAINING INSTITUTE,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,MOUNTAIN VIEW,ST JOSEPH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,MOUNTAIN VIEW,KANGEMI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,WESTLANDS,MOUNTAIN VIEW,KANGEMI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,NAIROBI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,ST GEORGE S PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,KILIMANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,MILIMANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,LAVINGTON PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILIMANI,MUTHANGARI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KAWANGWARE,DELIVERENCE CHURCH RIRUTA,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KAWANGWARE,KAWANGWARE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KAWANGWARE,"PRECIOUS BLOOD GIRLS SCHOOL,RIRUTA",IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,GATINA,GATINA CHIEFS CAMP,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,GATINA,WORLD HOPE CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,GATINA,GATINA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILELESHWA,JOMO KENYATTA UNIVERSITY NAIROBI CAMPUS - KARBASIR,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILELESHWA,ST MARY S SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILELESHWA,CONSOLATA SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILELESHWA,KILELESHWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KILELESHWA,KENYA HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KABIRO,DAGORETTI MUSLIM PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KABIRO,KABIRO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KABIRO,ST ANTHONY MIXED HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI NORTH,KABIRO,"HGM PRIMARY SCHOOL,RIRUTA",IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,MUTU-INI,KIRIGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,MUTU-INI,MUTUINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,MUTU-INI,MUTUINI HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,MUTU-INI,GITIBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,NGANDO,LENANA SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,NGANDO,NGANDO CHIEFS CAMP,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,NGANDO,CITY PRIME ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,NGANDO,DAGORETTI CORNER PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,RIRUTA,RIRUTA SATELLITE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,RIRUTA,KINYANJUI ROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,RIRUTA,KIVULI CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,RIRUTA,ACK RIRUTA WEST(NDUARU RD),IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,RIRUTA,NDURARUA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,RUTHIMITU MIXED SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,ACK KIURU NURSERY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,KAGIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,RUTHIMITU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,"CHIEF S CAMP,MUTHUA",IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,UTHIRU/RUTHIMITU,UTHIRU CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,WAITHAKA,KABIRIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,WAITHAKA,NEMBU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,WAITHAKA,MUKARARA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,DAGORETTI SOUTH,WAITHAKA,WAITHAKA COMMUNITY SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,ST. MARY'S PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,NCC SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,KAREN 'C' PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,KCCT / MMU MBAGATHI,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,ST. MATHEWS HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,NGONG FOREST PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,PCEA KUWINDA,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,KMTC COLLEGE,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,MANYATTA PRI. SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,FOREST VIEW PRI. SCH-KARINDE,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,COUNTRY CLUB STAFF QUARTERS,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,KAREN,ST. HANNAHS PRI. SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NAIROBI WEST,MADARAKA PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NAIROBI WEST,NYAYO NAT. STADIUM,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,LANGATA ROAD PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,UHURU GARDENS PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,LANGATA WEST PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,NATIONAL LIBRARY,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,ST. CHARLES LWANGA SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,ST. CHRISTINE SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,LANG'ATA HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,MUGUMOINI OPEN AIR MARKET,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,MUGUMU-INI,BANGLADESH VILLAGE/KINDERGARTEN,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,KONGONI PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,KPA GROUNDS,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,KEWI - SOUTH C,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,MOW GROUNDS (SOUTH C),IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,KIRDI (SOUTH C),IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,SOUTH C,KHALSA PRI. SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NYAYO HIGHRISE,NYAYO HIGHRISE PARKING,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NYAYO HIGHRISE,UNDUGU SOCIETY,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NYAYO HIGHRISE,PCEA SILANGA HIGH SCH/ CHURCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NYAYO HIGHRISE,ST. JUDE CHURCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,LANGATA,NYAYO HIGHRISE,SOWETO RESOURCE CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,LAINI SABA,Y.M.C.A KIBERA,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,LAINI SABA,MASHIMONI SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,LINDI,LINDI MOSQUE GROUNDS,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,LINDI,MASHIMONI SQUATERS,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,OLD KIBERA PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,RAILA EDUC CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,TOI MARKET,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,ACK HOLLY TRINITY - KIBERA,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,MAKINA SELF HELP PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,MAKINA,KIBRA SOCIAL GRNDS,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,UPPER HILL SEC SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,MEDICAL TRAINING SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,MBAGATHI RD PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,SHADRACK KIMALEL PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,JOSEPH KANGETHE PRI,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,TOI PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,JAMHURI PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,WOODLEY/KENYATTA GOLF COURSE,NCC HALL DAGORETI CORNER,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,AYANY PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,AYANY BUS TERMINUS STAGE 42,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,OLYMPIC PRI SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,OLYMPIC SEC SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,KAG OLYMPIC EDUC CENTER,IEBC registration centres page,2026-05-21
NAIROBI CITY,KIBRA,SARANGOMBE,KIBERA PAG CHURCH SCH,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,GITHURAI,WONDERLAND INTEGRATED PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,GITHURAI,GITHURAI SPORTS GROUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,GITHURAI,GITHURAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,KAHAWA WEST BAPTIST ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,MAHIGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,KAMITI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,VENDRAMINI EDUCATIONAL CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,KIWANJA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA WEST,KENYATTA UNIVERSITY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ZIMMERMAN,ROYSAMBU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ZIMMERMAN,CORNERSTONE ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ZIMMERMAN,NJATHAINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ROYSAMBU,MUTHAIGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ROYSAMBU,THIKA ROAD PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ROYSAMBU,GARDEN ESTATE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ROYSAMBU,MARURUI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,ROYSAMBU,INDEPENDENT PRESBYTERIAN CHURCH COMPOUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA,GREEN ANGELS ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA,KAMUTHI HOUSING COOPERATIVE SOCIETY,IEBC registration centres page,2026-05-21
NAIROBI CITY,ROYSAMBU,KAHAWA,KAHAWA WEST PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,CLAY CITY,KASARANI ACADEMY SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,CLAY CITY,MUREMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,CLAY CITY,MAJI MAZURI GROUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,CLAY CITY,GLOBAL ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,MWIKI,FIRM FOUNDATION ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,MWIKI,DELIVERANCE CHURCH SCHOOL- MWIKI,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,MWIKI,BRIGHT STAR HIGH SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,MWIKI,ST. DOMINIC PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,KASARANI,NGUMBA CITY COUNCIL DISPENSARY,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,KASARANI,KENYA INSTITUTE OF SPECIAL EDUCATION,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,KASARANI,NEW KASARANI DC'S COMPOUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,KASARANI,KASARANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,KASARANI,YOUTH EMPOWERMENT CENTRE- CIEKO,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,NJIRU,NJIRU ACK PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,NJIRU,JEHOVAH JIRE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,NJIRU,MWENGENYE RESOURCE CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,NJIRU,JEHOVAH JIREH SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,NJIRU,NJIRU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,RUAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,NGUNDU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,RUAI CITY COUNCIL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,TWIN BIRD ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,MUHURI MUCHIRI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,RUAI GIRLS SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,DRUMVALE SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,ATHI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,KASARANI,RUAI,GITUAMBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,BABA DOGO,BABA DOGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,BABA DOGO,MM CHANDARIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,BABA DOGO,SACRED HEART CATHOLIC SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,BABA DOGO,ACREF CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,UTALII,HEIDEMARIE MATHARE 4A PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,UTALII,STIMA MEMBERS CLUB,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,UTALII,DRIVE IN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,MATHARE NORTH,ST. STEPHENS NURSERY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,MATHARE NORTH,MATHARE NORTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,MATHARE NORTH,ST. CHRISTOPHER WHOLISTIC SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,MATHARE NORTH,MATHARE NORTH SOCIAL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,LUCKY SUMMER,CHIEF'S COMPOUND LUCKY SUMMER,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,LUCKY SUMMER,LUCKY SUMMER OPEN GROUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,LUCKY SUMMER,TIBA JUNIOR ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,KOROGOCHO,NGUNYUMU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,KOROGOCHO,KARIOBANGI BAPTIST YOUTH CENTRE AND ACADEMY,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,KOROGOCHO,KOROGOCHO COMMUNITY CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,KOROGOCHO,KASARANI YOUTH RESOURCE CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,RUARAKA,KOROGOCHO,DANIEL COMBONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,IMARA DAIMA,MUKURU EDUCATIONAL CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,IMARA DAIMA,EMBAKASI GIRLS SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,IMARA DAIMA,IMARA DAIMA ESTATE GROUNDS,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,IMARA DAIMA,AA VILLA GROUND,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWA NJENGA,KWA NJENGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWA NJENGA,CHEMINADE TRAINING CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWA REUBEN,REUBEN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWA REUBEN,MAENDELEO LEARNING CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWA REUBEN,GATOTO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,PIPELINE,PCEA PIPELINE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,PIPELINE,FREE PENTECOSTAL UZIMA CENTRE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,PIPELINE,KENYA PIPELINE ESTATE HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWARE,JOBENPHA COMMUNITY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI SOUTH,KWARE,UNIQUE ESTATE GATE,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,KARIOBANGI NORTH,KARIOBANGI NORTH PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,KARIOBANGI NORTH,KARIOBANGI NORTH GIRLS SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,KARIOBANGI NORTH,OUR LADY OF FATIMA SECONDARY,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,KARIOBANGI NORTH,MARURA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,KARIOBANGI NORTH,KARIOBANGI NORTH DAY NURSERY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA I,DANDORA 1 PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA II,JAMES GICHURU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA II,DANDORA SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA II,WANGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA III,TOM MBOYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA III,DANDORA III CITY COUNCIL HALL,IEBC registration centres page,2026-05-21
NAIROBI CITY,EMBAKASI NORTH,DANDORA AREA IV,RONALD NGALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
